Entity Name,Plant Name,Plant State,County,Nameplate Capacity (MW),Technology,Latitude,Longitude
KeyCon Operating LLC,Keystone,PA,Armstrong,936,Conventional Steam Coal,40.6604,-79.3411
Basin Electric Power Coop,Leland Olds,ND,Mercer,216,Conventional Steam Coal,47.280769,-101.3212
Basin Electric Power Coop,Leland Olds,ND,Mercer,440,Conventional Steam Coal,47.280769,-101.3212
TransAlta Centralia Gen LLC,Transalta Centralia Generation,WA,Lewis,729.9,Conventional Steam Coal,46.755938,-122.8598
Virginia Electric & Power Co,Clover,VA,Halifax,424,Conventional Steam Coal,36.869,-78.704
Virginia Electric & Power Co,Clover,VA,Halifax,424,Conventional Steam Coal,36.869,-78.704
Archer Daniels Midland Co,Archer Daniels Midland Decatur,IL,Macon,31,Conventional Steam Coal,39.870074,-88.89076
Archer Daniels Midland Co,Archer Daniels Midland Decatur,IL,Macon,31,Conventional Steam Coal,39.870074,-88.89076
Archer Daniels Midland Co,Archer Daniels Midland Decatur,IL,Macon,31,Conventional Steam Coal,39.870074,-88.89076
Archer Daniels Midland Co,Archer Daniels Midland Decatur,IL,Macon,31,Conventional Steam Coal,39.870074,-88.89076
Archer Daniels Midland Co,Archer Daniels Midland Decatur,IL,Macon,31,Conventional Steam Coal,39.870074,-88.89076
Archer Daniels Midland Co,Archer Daniels Midland Decatur,IL,Macon,75,Conventional Steam Coal,39.870074,-88.89076
Archer Daniels Midland Co,Archer Daniels Midland Decatur,IL,Macon,105,Conventional Steam Coal,39.870074,-88.89076
Illinois Power Generating Co,Newton,IL,Jasper,617.4,Conventional Steam Coal,38.9361,-88.2781
